Country,Province,District,Ward,Male,Female,Total,Households,Difference,M:F ratio,Total_District,Households_District,dist_Avg_House,prov(M/F),prov_Female %,prov_Male %,prov_Avg_house,dist_dist(M/F),dist_Female %,dist_Male %
Zimbabwe,Mashonaland West,Hurungwe,Ward 02,6764,6526,13290,3012,-238,104,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 03,5816,5516,11332,2455,-300,105,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 04,5222,5161,10383,2232,-61,101,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 05,6133,6603,12736,3255,470,93,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 06,10872,10281,21153,4990,-591,106,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 07,8981,8791,17772,4515,-190,102,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 08,9340,9425,18765,4198,85,99,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 09,13895,13862,27757,6118,-33,100,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 10,5002,5419,10421,2573,417,92,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 11,7955,8536,16491,3869,581,93,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 12,4670,4901,9571,2126,231,95,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 13,11946,12414,24360,5650,468,96,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 14,14331,14808,29139,6524,477,97,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 15,3611,3681,7292,1599,70,98,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 16,9506,9970,19476,4418,464,95,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 17,4563,4661,9224,2069,98,98,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 18,7509,7109,14618,3113,-400,106,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 19,7126,6720,13846,2904,-406,106,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 20,5660,5307,10967,2375,-353,107,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 21,6479,6207,12686,2867,-272,104,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 22,9927,9825,19752,4420,-102,101,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 23,3989,4084,8073,1862,95,98,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 24,5755,6013,11768,2617,258,96,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 25,7665,8281,15946,3630,616,93,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Hurungwe,Ward 26,3463,3521,6984,1612,58,98,390897,89115,4,97,51,49,4,99,50,50
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 01,1895,2368,4263,1126,473,80,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 02,963,1120,2083,545,157,86,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 03,1130,1250,2380,676,120,90,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 04,2292,2651,4943,1264,359,86,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 05,2987,3273,6260,1661,286,91,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 06,2345,2629,4974,1334,284,89,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 07,872,1012,1884,466,140,86,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 08,1327,1488,2815,718,161,89,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 09,2624,2813,5437,1271,189,93,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 10,1818,1920,3738,854,102,95,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 11,13081,11979,25060,6363,-1102,109,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 12,6178,6166,12344,2765,-12,100,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 13,13910,11818,25728,6667,-2092,118,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 14,12266,10961,23227,6146,-1305,112,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 15,3833,3907,7740,1742,74,98,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Mhondoro Ngezi,Ward 16,4076,4042,8118,1897,-34,101,140994,35495,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Kariba Rural,Ward 01,458,400,858,294,-58,115,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 02,1361,1195,2556,667,-166,114,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 03,3329,3552,6881,1753,223,94,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 04,3168,3485,6653,1608,317,91,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 05,1354,1563,2917,697,209,87,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 06,909,1021,1930,478,112,89,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 07,880,925,1805,483,45,95,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 08,3098,3471,6569,1366,373,89,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 09,1561,1544,3105,786,-17,101,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 10,930,1058,1988,453,128,88,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 11,1596,1633,3229,711,37,98,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Kariba Rural,Ward 12,3879,3404,7283,1795,-475,114,45774,11091,4,97,51,49,4,97,51,49
Zimbabwe,Mashonaland West,Makonde,Ward 01,6127,5977,12104,2627,-150,103,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 02,9654,9229,18883,4488,-425,105,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 03,2682,2519,5201,1131,-163,106,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 04,10385,10013,20398,4635,-372,104,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 05,9216,8211,17427,4221,-1005,112,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 06,4754,4464,9218,2223,-290,106,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 07,1952,2370,4322,1163,418,82,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 08,16364,16110,32474,7292,-254,102,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 09,6252,5920,12172,2836,-332,106,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 10,1628,1661,3289,823,33,98,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 11,10034,10197,20231,4869,163,98,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 12,973,1002,1975,434,29,97,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 13,5203,5091,10294,2335,-112,102,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 14,2473,2592,5065,1225,119,95,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 15,2361,2418,4779,1182,57,98,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 16,3289,3212,6501,1476,-77,102,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 17,3115,3115,6230,1471,0,100,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 18,3150,3103,6253,1458,-47,102,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Makonde,Ward 19,6675,6469,13144,2967,-206,103,209960,48856,4,97,51,49,4,103,49,51
Zimbabwe,Mashonaland West,Zvimba,Ward 01,2403,2722,5125,1356,319,88,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 02,1470,1757,3227,991,287,84,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 03,2680,3065,5745,1438,385,87,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 04,1259,1441,2700,695,182,87,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 05,1947,2221,4168,1046,274,88,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 06,3284,3550,6834,1773,266,93,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 07,2759,3093,5852,1453,334,89,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 08,1822,2159,3981,989,337,84,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 09,2075,2401,4476,1069,326,86,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 10,1121,1257,2378,635,136,89,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 11,1829,2068,3897,991,239,88,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 12,1743,1955,3698,972,212,89,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 13,8711,8556,17267,3942,-155,102,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 14,4482,4202,8684,2077,-280,107,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 15,8618,8341,16959,4153,-277,103,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 16,819,940,1759,464,121,87,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 17,7360,6900,14260,3389,-460,107,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 18,3907,3916,7823,1929,9,100,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 19,5338,5212,10550,2648,-126,102,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 20,5881,6077,11958,3010,196,97,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 21,6606,6716,13322,3492,110,98,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 22,1891,2044,3935,1068,153,93,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 23,4117,4592,8709,2268,475,90,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 24,8820,8508,17328,4606,-312,104,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 25,5468,4975,10443,2951,-493,110,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 26,10939,10909,21848,5641,-30,100,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 27,1648,1562,3210,722,-86,106,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 28,882,903,1785,476,21,98,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 29,1841,2036,3877,944,195,90,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 30,6615,6620,13235,3241,5,100,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 31,4497,4408,8905,2031,-89,102,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 32,4594,4645,9239,2348,51,99,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 33,4522,4611,9133,2193,89,98,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 34,2921,2962,5883,1453,41,99,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Zvimba,Ward 35,37130,38679,75809,19392,1549,96,348002,87846,4,97,51,49,4,98,51,49
Zimbabwe,Mashonaland West,Sanyati,Ward 01,9923,8923,18846,4595,-1000,111,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 02,6283,5949,12232,2877,-334,106,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 03,17711,16715,34426,8181,-996,106,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 04,5242,5217,10459,2407,-25,100,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 05,6884,6770,13654,2924,-114,102,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 06,1977,2125,4102,915,148,93,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 07,1288,1388,2676,631,100,93,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 08,1314,1429,2743,627,115,92,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 09,1174,1215,2389,570,41,97,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 10,2481,2741,5222,1234,260,91,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 11,3126,3435,6561,1587,309,91,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 12,3033,3180,6213,1426,147,95,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 13,476,443,919,195,-33,107,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 14,672,660,1332,276,-12,102,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 15,460,428,888,180,-32,107,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 16,3458,3473,6931,1592,15,100,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 17,2721,2660,5381,1191,-61,102,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Sanyati,Ward 18,1953,2308,4261,1189,355,85,139235,32597,4,97,51,49,4,102,50,50
Zimbabwe,Mashonaland West,Chinhoyi,Ward 01,714,842,1556,476,128,85,103657,27766,4,97,51,49,4,88,53,47
Zimbabwe,Mashonaland West,Chinhoyi,Ward 02,2588,3005,5593,1602,417,86,103657,27766,4,97,51,49,4,88,53,47
